code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
109824000,Overlapping malignant neoplasm of major salivary gland (disorder),SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109830000,Overlapping malignant neoplasm of floor of mouth,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109835005,Overlapping malignant neoplasm of esophagus,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109836006,Overlapping malignant neoplasm of stomach,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109837002,Overlapping malignant neoplasm of small intestine,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109841003,Liver cell carcinoma (clinical),SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109842005,Intrahepatic bile duct carcinoma (disorder),SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109843000,Hepatoblastoma (clinical),SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109844006,Angiosarcoma of liver,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109847004,Overlapping malignant neoplasm of biliary tract,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109848009,Overlapping malignant neoplasm of pancreas,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109853004,Mesothelioma of peritoneum,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109874003,Overlapping malignant neoplasm of male genital organs,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109875002,Overlapping malignant neoplasm of penis,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109876001,Malignant neoplasm of descended testis,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
109878000,Overlapping malignant neoplasm of female genital organs,SNOMED  CT codes,C2766,7287,CCU002_01 Cancer - Phenotypes - England primary care EHR: Cancer diagnosis,PH960,2138,CCU002_01 Cancer,"[{""terminology"": ""SNOMEDCT"", ""code_type"": ""1""}]"
