code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
76441001,"Severe major depression, single episode, without psychotic features (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
7.64611E+14,"Recurrent major depressive episodes, severe (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
7.64631E+14,"Single major depressive episode, severe (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
7.64691E+14,"Recurrent major depressive episodes, in partial remission (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
7.64711E+14,"Single major depressive episode, in remission (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
77911002,"Severe major depression, single episode, with psychotic features, mood-congruent (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
78667006,Dysthymia (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
788120007,Antenatal depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
79298009,"Mild major depression, single episode (disorder)",SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
832007,Moderate major depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
83458005,Agitated depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
87414006,Reactive depression (situational) (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
87512008,Mild major depression (disorder),SNOMED  CT codes,C4196,11556,Depression,PH1720,3647,CCU046 Depression,
